"Id","Weekly_Sales"
"3_16_2013-03-29",14880.6539247081
"3_16_2013-04-05",15064.9360254088
"3_16_2013-04-12",15064.9360254088
"3_16_2013-04-19",15064.9360254088
"3_16_2013-04-26",15064.9360254088
"3_16_2013-05-03",15249.2181261096
"3_16_2013-05-10",15249.2181261096
"3_16_2013-05-17",15249.2181261096
"3_16_2013-05-24",15249.2181261096
"3_16_2013-05-31",15249.2181261096
"3_16_2013-06-07",15433.5002268104
"3_16_2013-06-14",15433.5002268104
"3_16_2013-06-21",15433.5002268104
"3_16_2013-06-28",15433.5002268104
"3_16_2013-07-05",15617.7823275112
"3_16_2013-07-12",15617.7823275112
"3_16_2013-07-19",15617.7823275112
"3_16_2013-07-26",15617.7823275112
"3_17_2012-11-02",16602.9457371292
"3_17_2012-11-09",16602.9457371292
"3_17_2012-11-16",16602.9457371292
"3_17_2012-11-23",17408.3870702736
"3_17_2012-11-30",16602.9457371292
"3_17_2012-12-07",16787.22783783
"3_17_2012-12-14",16787.22783783
"3_17_2012-12-21",16787.22783783
"3_17_2012-12-28",17592.6691709743
"3_17_2013-01-04",14623.9245340672
"3_17_2013-01-11",14623.9245340672
"3_17_2013-01-18",14623.9245340672
"3_17_2013-01-25",14623.9245340672
"3_17_2013-02-01",14808.206634768
"3_17_2013-02-08",15613.6479679124
"3_17_2013-02-15",14808.206634768
"3_17_2013-02-22",14808.206634768
"3_17_2013-03-01",14992.4887354688
"3_17_2013-03-08",14992.4887354688
"3_17_2013-03-15",14992.4887354688
"3_17_2013-03-22",14992.4887354688
"3_17_2013-03-29",14992.4887354688
"3_17_2013-04-05",15176.7708361695
"3_17_2013-04-12",15176.7708361695
"3_17_2013-04-19",15176.7708361695
"3_17_2013-04-26",15176.7708361695
"3_17_2013-05-03",15361.0529368703
"3_17_2013-05-10",15361.0529368703
"3_17_2013-05-17",15361.0529368703
"3_17_2013-05-24",15361.0529368703
"3_17_2013-05-31",15361.0529368703
"3_17_2013-06-07",15545.3350375711
"3_17_2013-06-14",15545.3350375711
"3_17_2013-06-21",15545.3350375711
"3_17_2013-06-28",15545.3350375711
"3_17_2013-07-05",15729.6171382719
"3_17_2013-07-12",15729.6171382719
"3_17_2013-07-19",15729.6171382719
"3_17_2013-07-26",15729.6171382719
"3_18_2012-11-02",16714.7805478899
"3_18_2012-11-09",16714.7805478899
"3_18_2012-11-16",16714.7805478899
"3_18_2012-11-23",17520.2218810343
"3_18_2012-11-30",16714.7805478899
"3_18_2012-12-07",16899.0626485907
"3_18_2012-12-14",16899.0626485907
"3_18_2012-12-21",16899.0626485907
"3_18_2012-12-28",17704.5039817351
"3_18_2013-01-04",14735.7593448279
"3_18_2013-01-11",14735.7593448279
"3_18_2013-01-18",14735.7593448279
"3_18_2013-01-25",14735.7593448279
"3_18_2013-02-01",14920.0414455287
"3_18_2013-02-08",15725.4827786731
"3_18_2013-02-15",14920.0414455287
"3_18_2013-02-22",14920.0414455287
"3_18_2013-03-01",15104.3235462295
"3_18_2013-03-08",15104.3235462295
"3_18_2013-03-15",15104.3235462295
"3_18_2013-03-22",15104.3235462295
"3_18_2013-03-29",15104.3235462295
"3_18_2013-04-05",15288.6056469303
"3_18_2013-04-12",15288.6056469303
"3_18_2013-04-19",15288.6056469303
"3_18_2013-05-03",15472.887747631
"3_18_2013-05-17",15472.887747631
"3_18_2013-06-07",15657.1698483318
"3_18_2013-06-28",15657.1698483318
"3_18_2013-07-05",15841.4519490326
"3_19_2012-11-02",16826.6153586506
"3_19_2012-11-09",16826.6153586506
"3_19_2012-11-16",16826.6153586506
"3_19_2012-11-23",17632.056691795
"3_19_2012-11-30",16826.6153586506
"3_19_2012-12-07",17010.8974593514
"3_19_2012-12-14",17010.8974593514
"3_19_2012-12-21",17010.8974593514
"3_19_2012-12-28",17816.3387924958
"3_19_2013-01-04",14847.5941555886
"3_19_2013-01-11",14847.5941555886
"3_19_2013-01-18",14847.5941555886
"3_19_2013-01-25",14847.5941555886
"3_19_2013-02-01",15031.8762562894
"3_19_2013-02-08",15837.3175894338
"3_19_2013-02-15",15031.8762562894
"3_19_2013-02-22",15031.8762562894
"3_19_2013-03-01",15216.1583569902
"3_19_2013-03-08",15216.1583569902
"3_19_2013-03-15",15216.1583569902
"3_19_2013-03-22",15216.1583569902
"3_19_2013-03-29",15216.1583569902
"3_19_2013-04-05",15400.440457691
"3_19_2013-04-12",15400.440457691
"3_19_2013-04-19",15400.440457691
"3_19_2013-04-26",15400.440457691
"3_19_2013-05-03",15584.7225583917
"3_19_2013-05-10",15584.7225583917
"3_19_2013-05-17",15584.7225583917
"3_19_2013-05-24",15584.7225583917
"3_19_2013-05-31",15584.7225583917
"3_19_2013-06-07",15769.0046590925
"3_19_2013-06-14",15769.0046590925
"3_19_2013-06-21",15769.0046590925
"3_19_2013-06-28",15769.0046590925
"3_19_2013-07-05",15953.2867597933
"3_19_2013-07-12",15953.2867597933
"3_19_2013-07-19",15953.2867597933
"3_19_2013-07-26",15953.2867597933
"3_20_2012-11-02",16938.4501694113
"3_20_2012-11-09",16938.4501694113
"3_20_2012-11-16",16938.4501694113
"3_20_2012-11-23",17743.8915025557
"3_20_2012-11-30",16938.4501694113
"3_20_2012-12-07",17122.7322701121
"3_20_2012-12-14",17122.7322701121
"3_20_2012-12-21",17122.7322701121
"3_20_2012-12-28",17928.1736032565
"3_20_2013-01-04",14959.4289663493
"3_20_2013-01-11",14959.4289663493
"3_20_2013-01-18",14959.4289663493
"3_20_2013-01-25",14959.4289663493
"3_20_2013-02-01",15143.7110670501
"3_20_2013-02-08",15949.1524001945
"3_20_2013-02-15",15143.7110670501
"3_20_2013-02-22",15143.7110670501
"3_20_2013-03-01",15327.9931677509
"3_20_2013-03-08",15327.9931677509
"3_20_2013-03-15",15327.9931677509
"3_20_2013-03-22",15327.9931677509
"3_20_2013-03-29",15327.9931677509
"3_20_2013-04-05",15512.2752684517
"3_20_2013-04-12",15512.2752684517
"3_20_2013-04-19",15512.2752684517
"3_20_2013-04-26",15512.2752684517
"3_20_2013-05-03",15696.5573691525
"3_20_2013-05-10",15696.5573691525
"3_20_2013-05-17",15696.5573691525
"3_20_2013-05-24",15696.5573691525
"3_20_2013-05-31",15696.5573691525
"3_20_2013-06-07",15880.8394698532
"3_20_2013-06-14",15880.8394698532
"3_20_2013-06-21",15880.8394698532
"3_20_2013-06-28",15880.8394698532
"3_20_2013-07-05",16065.121570554
"3_20_2013-07-12",16065.121570554
"3_20_2013-07-19",16065.121570554
"3_20_2013-07-26",16065.121570554
"3_21_2012-11-02",17050.284980172
"3_21_2012-11-09",17050.284980172
"3_21_2012-11-16",17050.284980172
"3_21_2012-11-23",17855.7263133164
"3_21_2012-11-30",17050.284980172
"3_21_2012-12-07",17234.5670808728
"3_21_2012-12-14",17234.5670808728
"3_21_2012-12-21",17234.5670808728
"3_21_2012-12-28",18040.0084140172
"3_21_2013-01-04",15071.26377711
"3_21_2013-01-11",15071.26377711
"3_21_2013-01-18",15071.26377711
"3_21_2013-01-25",15071.26377711
"3_21_2013-02-01",15255.5458778108
"3_21_2013-02-08",16060.9872109552
"3_21_2013-02-15",15255.5458778108
"3_21_2013-02-22",15255.5458778108
"3_21_2013-03-01",15439.8279785116
"3_21_2013-03-08",15439.8279785116
"3_21_2013-03-15",15439.8279785116
"3_21_2013-03-22",15439.8279785116
"3_21_2013-03-29",15439.8279785116
"3_21_2013-04-05",15624.1100792124
"3_21_2013-04-12",15624.1100792124
"3_21_2013-04-19",15624.1100792124
"3_21_2013-04-26",15624.1100792124
"3_21_2013-05-03",15808.3921799132
"3_21_2013-05-10",15808.3921799132
"3_21_2013-05-17",15808.3921799132
"3_21_2013-05-24",15808.3921799132
"3_21_2013-05-31",15808.3921799132
"3_21_2013-06-07",15992.674280614
"3_21_2013-06-14",15992.674280614
"3_21_2013-06-21",15992.674280614
"3_21_2013-06-28",15992.674280614
"3_21_2013-07-05",16176.9563813147
"3_21_2013-07-12",16176.9563813147
"3_21_2013-07-19",16176.9563813147
"3_21_2013-07-26",16176.9563813147
"3_22_2012-11-02",17162.1197909327
"3_22_2012-11-09",17162.1197909327
"3_22_2012-11-16",17162.1197909327
"3_22_2012-11-23",17967.5611240771
"3_22_2012-11-30",17162.1197909327
"3_22_2012-12-07",17346.4018916335
"3_22_2012-12-14",17346.4018916335
"3_22_2012-12-21",17346.4018916335
"3_22_2012-12-28",18151.8432247779
"3_22_2013-01-04",15183.0985878708
"3_22_2013-01-11",15183.0985878708
"3_22_2013-01-18",15183.0985878708
"3_22_2013-01-25",15183.0985878708
"3_22_2013-02-01",15367.3806885715
"3_22_2013-02-08",16172.8220217159
"3_22_2013-02-15",15367.3806885715
"3_22_2013-02-22",15367.3806885715
"3_22_2013-03-01",15551.6627892723
"3_22_2013-03-08",15551.6627892723
"3_22_2013-03-15",15551.6627892723
"3_22_2013-03-22",15551.6627892723
"3_22_2013-03-29",15551.6627892723
"3_22_2013-04-05",15735.9448899731
"3_22_2013-04-12",15735.9448899731
"3_22_2013-04-19",15735.9448899731
"3_22_2013-04-26",15735.9448899731
"3_22_2013-05-03",15920.2269906739
"3_22_2013-05-10",15920.2269906739
"3_22_2013-05-17",15920.2269906739
"3_22_2013-05-24",15920.2269906739
"3_22_2013-05-31",15920.2269906739
"3_22_2013-06-07",16104.5090913747
"3_22_2013-06-14",16104.5090913747
"3_22_2013-06-21",16104.5090913747
"3_22_2013-06-28",16104.5090913747
"3_22_2013-07-05",16288.7911920754
"3_22_2013-07-12",16288.7911920754
"3_22_2013-07-19",16288.7911920754
"3_22_2013-07-26",16288.7911920754
"3_23_2012-11-02",17273.9546016934
"3_23_2012-11-09",17273.9546016934
"3_23_2012-11-16",17273.9546016934
"3_23_2012-11-23",18079.3959348378
"3_23_2012-11-30",17273.9546016934
"3_23_2012-12-07",17458.2367023942
"3_23_2012-12-14",17458.2367023942
"3_23_2012-12-21",17458.2367023942
"3_23_2012-12-28",18263.6780355386
"3_23_2013-01-04",15294.9333986315
"3_23_2013-01-11",15294.9333986315
"3_23_2013-01-18",15294.9333986315
"3_23_2013-01-25",15294.9333986315
"3_23_2013-02-01",15479.2154993322
"3_23_2013-02-08",16284.6568324766
"3_23_2013-02-15",15479.2154993322
"3_23_2013-02-22",15479.2154993322
"3_23_2013-03-01",15663.497600033
"3_23_2013-03-08",15663.497600033
"3_23_2013-03-15",15663.497600033
"3_23_2013-03-22",15663.497600033
"3_23_2013-03-29",15663.497600033
"3_23_2013-04-05",15847.7797007338
"3_23_2013-04-12",15847.7797007338
"3_23_2013-04-19",15847.7797007338
"3_23_2013-04-26",15847.7797007338
"3_23_2013-05-03",16032.0618014346
"3_23_2013-05-10",16032.0618014346
"3_23_2013-05-17",16032.0618014346
"3_23_2013-05-24",16032.0618014346
"3_23_2013-05-31",16032.0618014346
"3_23_2013-06-07",16216.3439021354
"3_23_2013-06-14",16216.3439021354
"3_23_2013-06-21",16216.3439021354
"3_23_2013-06-28",16216.3439021354
"3_23_2013-07-05",16400.6260028362
"3_23_2013-07-12",16400.6260028362
"3_23_2013-07-19",16400.6260028362
"3_23_2013-07-26",16400.6260028362
"3_24_2012-11-02",17385.7894124541
"3_24_2012-11-09",17385.7894124541
"3_24_2012-11-16",17385.7894124541
"3_24_2012-11-23",18191.2307455985
"3_24_2012-11-30",17385.7894124541
"3_24_2012-12-07",17570.0715131549
"3_24_2012-12-14",17570.0715131549
"3_24_2012-12-21",17570.0715131549
"3_24_2012-12-28",18375.5128462993
"3_24_2013-01-04",15406.7682093922
"3_24_2013-01-11",15406.7682093922
"3_24_2013-01-18",15406.7682093922
"3_24_2013-01-25",15406.7682093922
"3_24_2013-02-01",15591.050310093
"3_24_2013-02-08",16396.4916432373
"3_24_2013-02-15",15591.050310093
"3_24_2013-02-22",15591.050310093
"3_24_2013-03-01",15775.3324107937
"3_24_2013-03-08",15775.3324107937
"3_24_2013-03-15",15775.3324107937
"3_24_2013-03-22",15775.3324107937
"3_24_2013-03-29",15775.3324107937
"3_24_2013-04-05",15959.6145114945
"3_24_2013-04-12",15959.6145114945
"3_24_2013-04-19",15959.6145114945
"3_24_2013-04-26",15959.6145114945
"3_24_2013-05-03",16143.8966121953
"3_24_2013-05-10",16143.8966121953
"3_24_2013-05-17",16143.8966121953
"3_24_2013-05-24",16143.8966121953
"3_24_2013-05-31",16143.8966121953
"3_24_2013-06-07",16328.1787128961
"3_24_2013-06-14",16328.1787128961
"3_24_2013-06-21",16328.1787128961
"3_24_2013-06-28",16328.1787128961
"3_24_2013-07-05",16512.4608135969
"3_24_2013-07-12",16512.4608135969
"3_24_2013-07-19",16512.4608135969
"3_24_2013-07-26",16512.4608135969
"3_25_2012-11-02",17497.6242232149
"3_25_2012-11-09",17497.6242232149
"3_25_2012-11-16",17497.6242232149
"3_25_2012-11-23",18303.0655563592
"3_25_2012-11-30",17497.6242232149
"3_25_2012-12-07",17681.9063239156
"3_25_2012-12-14",17681.9063239156
"3_25_2012-12-21",17681.9063239156
"3_25_2012-12-28",18487.34765706
"3_25_2013-01-04",15518.6030201529
"3_25_2013-01-11",15518.6030201529
"3_25_2013-01-18",15518.6030201529
"3_25_2013-01-25",15518.6030201529
"3_25_2013-02-01",15702.8851208537
"3_25_2013-02-08",16508.326453998
"3_25_2013-02-15",15702.8851208537
"3_25_2013-02-22",15702.8851208537
"3_25_2013-03-01",15887.1672215544
"3_25_2013-03-08",15887.1672215544
"3_25_2013-03-15",15887.1672215544
"3_25_2013-03-22",15887.1672215544
"3_25_2013-03-29",15887.1672215544
"3_25_2013-04-05",16071.4493222552
"3_25_2013-04-12",16071.4493222552
"3_25_2013-04-19",16071.4493222552
"3_25_2013-04-26",16071.4493222552
"3_25_2013-05-03",16255.731422956
"3_25_2013-05-10",16255.731422956
"3_25_2013-05-17",16255.731422956
"3_25_2013-05-24",16255.731422956
"3_25_2013-05-31",16255.731422956
"3_25_2013-06-07",16440.0135236568
"3_25_2013-06-14",16440.0135236568
"3_25_2013-06-21",16440.0135236568
"3_25_2013-06-28",16440.0135236568
"3_25_2013-07-05",16624.2956243576
"3_25_2013-07-12",16624.2956243576
"3_25_2013-07-19",16624.2956243576
"3_25_2013-07-26",16624.2956243576
"3_26_2012-11-02",17609.4590339756
"3_26_2012-11-09",17609.4590339756
"3_26_2012-11-16",17609.4590339756
"3_26_2012-11-23",18414.90036712
"3_26_2012-11-30",17609.4590339756
"3_26_2012-12-07",17793.7411346764
"3_26_2012-12-14",17793.7411346764
"3_26_2012-12-21",17793.7411346764
"3_26_2012-12-28",18599.1824678207
"3_26_2013-01-04",15630.4378309136
"3_26_2013-01-11",15630.4378309136
"3_26_2013-01-18",15630.4378309136
"3_26_2013-01-25",15630.4378309136
"3_26_2013-02-01",15814.7199316144
"3_26_2013-02-08",16620.1612647588
"3_26_2013-02-15",15814.7199316144
"3_26_2013-02-22",15814.7199316144
"3_26_2013-03-01",15999.0020323152
"3_26_2013-03-08",15999.0020323152
"3_26_2013-03-15",15999.0020323152
"3_26_2013-03-22",15999.0020323152
"3_26_2013-03-29",15999.0020323152
"3_26_2013-04-05",16183.2841330159
"3_26_2013-04-12",16183.2841330159
"3_26_2013-04-19",16183.2841330159
"3_26_2013-04-26",16183.2841330159
"3_26_2013-05-03",16367.5662337167
"3_26_2013-05-10",16367.5662337167
"3_26_2013-05-17",16367.5662337167
"3_26_2013-05-24",16367.5662337167
"3_26_2013-05-31",16367.5662337167
"3_26_2013-06-07",16551.8483344175
"3_26_2013-06-14",16551.8483344175
"3_26_2013-06-21",16551.8483344175
"3_26_2013-06-28",16551.8483344175
"3_26_2013-07-05",16736.1304351183
"3_26_2013-07-12",16736.1304351183
"3_26_2013-07-19",16736.1304351183
"3_26_2013-07-26",16736.1304351183
"3_27_2012-11-02",17721.2938447363
"3_27_2012-11-09",17721.2938447363
"3_27_2012-11-16",17721.2938447363
"3_27_2012-11-23",18526.7351778807
"3_27_2012-11-30",17721.2938447363
"3_27_2012-12-07",17905.5759454371
"3_27_2012-12-14",17905.5759454371
"3_27_2012-12-21",17905.5759454371
"3_27_2012-12-28",18711.0172785814
"3_27_2013-01-04",15742.2726416743
"3_27_2013-01-11",15742.2726416743
"3_27_2013-01-18",15742.2726416743
"3_27_2013-01-25",15742.2726416743
"3_27_2013-02-01",15926.5547423751
"3_27_2013-02-08",16731.9960755195
"3_27_2013-02-15",15926.5547423751
"3_27_2013-02-22",15926.5547423751
"3_27_2013-03-01",16110.8368430759
"3_27_2013-03-08",16110.8368430759
"3_27_2013-03-15",16110.8368430759
"3_27_2013-03-22",16110.8368430759
"3_27_2013-03-29",16110.8368430759
"3_27_2013-04-05",16295.1189437766
"3_27_2013-04-12",16295.1189437766
"3_27_2013-04-19",16295.1189437766
"3_27_2013-04-26",16295.1189437766
"3_27_2013-05-03",16479.4010444774
"3_27_2013-05-10",16479.4010444774
"3_27_2013-05-17",16479.4010444774
"3_27_2013-05-24",16479.4010444774
"3_27_2013-05-31",16479.4010444774
"3_27_2013-06-07",16663.6831451782
"3_27_2013-06-14",16663.6831451782
"3_27_2013-06-21",16663.6831451782
"3_27_2013-06-28",16663.6831451782
"3_27_2013-07-05",16847.965245879
"3_27_2013-07-12",16847.965245879
"3_27_2013-07-19",16847.965245879
"3_27_2013-07-26",16847.965245879
"3_28_2012-11-02",17833.128655497
"3_28_2012-11-09",17833.128655497
"3_28_2012-11-16",17833.128655497
"3_28_2012-11-23",18638.5699886414
"3_28_2012-11-30",17833.128655497
"3_28_2012-12-07",18017.4107561978
"3_28_2012-12-14",18017.4107561978
"3_28_2012-12-21",18017.4107561978
"3_28_2012-12-28",18822.8520893422
"3_28_2013-01-04",15854.107452435
"3_28_2013-01-11",15854.107452435
"3_28_2013-01-18",15854.107452435
"3_28_2013-01-25",15854.107452435
"3_28_2013-02-01",16038.3895531358
"3_28_2013-02-08",16843.8308862802
"3_28_2013-02-15",16038.3895531358
"3_28_2013-02-22",16038.3895531358
"3_28_2013-03-01",16222.6716538366
"3_28_2013-03-08",16222.6716538366
"3_28_2013-03-15",16222.6716538366
"3_28_2013-03-22",16222.6716538366
"3_28_2013-03-29",16222.6716538366
"3_28_2013-04-05",16406.9537545374
"3_28_2013-04-12",16406.9537545374
"3_28_2013-04-19",16406.9537545374
"3_28_2013-04-26",16406.9537545374
"3_28_2013-05-03",16591.2358552381
"3_28_2013-05-10",16591.2358552381
"3_28_2013-05-17",16591.2358552381
"3_28_2013-05-24",16591.2358552381
"3_28_2013-05-31",16591.2358552381
"3_28_2013-06-07",16775.5179559389
"3_28_2013-06-14",16775.5179559389
"3_28_2013-06-21",16775.5179559389
"3_28_2013-06-28",16775.5179559389
"3_28_2013-07-05",16959.8000566397
"3_28_2013-07-12",16959.8000566397
"3_28_2013-07-19",16959.8000566397
"3_28_2013-07-26",16959.8000566397
"3_29_2012-11-02",17944.9634662577
"3_29_2012-11-09",17944.9634662577
"3_29_2012-11-16",17944.9634662577
"3_29_2012-11-23",18750.4047994021
"3_29_2012-11-30",17944.9634662577
"3_29_2012-12-07",18129.2455669585
"3_29_2012-12-14",18129.2455669585
"3_29_2012-12-21",18129.2455669585
"3_29_2012-12-28",18934.6869001029
"3_29_2013-01-04",15965.9422631957
"3_29_2013-01-11",15965.9422631957
"3_29_2013-01-18",15965.9422631957
"3_29_2013-01-25",15965.9422631957
"3_29_2013-02-01",16150.2243638965
"3_29_2013-02-08",16955.6656970409
"3_29_2013-02-15",16150.2243638965
"3_29_2013-02-22",16150.2243638965
"3_29_2013-03-01",16334.5064645973
"3_29_2013-03-08",16334.5064645973
"3_29_2013-03-15",16334.5064645973
"3_29_2013-03-22",16334.5064645973
"3_29_2013-03-29",16334.5064645973
"3_29_2013-04-05",16518.7885652981
"3_29_2013-04-12",16518.7885652981
"3_29_2013-04-19",16518.7885652981
"3_29_2013-04-26",16518.7885652981
"3_29_2013-05-03",16703.0706659988
"3_29_2013-05-10",16703.0706659988
"3_29_2013-05-17",16703.0706659988
"3_29_2013-05-24",16703.0706659988
"3_29_2013-05-31",16703.0706659988
"3_29_2013-06-07",16887.3527666996
"3_29_2013-06-14",16887.3527666996
"3_29_2013-06-21",16887.3527666996
"3_29_2013-06-28",16887.3527666996
"3_29_2013-07-05",17071.6348674004
"3_29_2013-07-12",17071.6348674004
"3_29_2013-07-19",17071.6348674004
"3_29_2013-07-26",17071.6348674004
"3_30_2012-11-02",18056.7982770184
"3_30_2012-11-09",18056.7982770184
"3_30_2012-11-16",18056.7982770184
"3_30_2012-11-23",18862.2396101628
"3_30_2012-11-30",18056.7982770184
"3_30_2012-12-07",18241.0803777192
"3_30_2012-12-14",18241.0803777192
"3_30_2012-12-21",18241.0803777192
"3_30_2012-12-28",19046.5217108636
"3_30_2013-01-04",16077.7770739564
"3_30_2013-01-11",16077.7770739564
"3_30_2013-01-18",16077.7770739564
"3_30_2013-01-25",16077.7770739564
"3_30_2013-02-01",16262.0591746572
"3_30_2013-02-08",17067.5005078016
"3_30_2013-02-15",16262.0591746572
"3_30_2013-02-22",16262.0591746572
"3_30_2013-03-01",16446.341275358
"3_30_2013-03-08",16446.341275358
"3_30_2013-03-15",16446.341275358
"3_30_2013-03-22",16446.341275358
"3_30_2013-03-29",16446.341275358
"3_30_2013-04-05",16630.6233760588
"3_30_2013-04-12",16630.6233760588
"3_30_2013-04-19",16630.6233760588
"3_30_2013-04-26",16630.6233760588
"3_30_2013-05-03",16814.9054767596
"3_30_2013-05-10",16814.9054767596
"3_30_2013-05-17",16814.9054767596
"3_30_2013-05-24",16814.9054767596
"3_30_2013-05-31",16814.9054767596
"3_30_2013-06-07",16999.1875774603
"3_30_2013-06-14",16999.1875774603
"3_30_2013-06-21",16999.1875774603
"3_30_2013-06-28",16999.1875774603
"3_30_2013-07-05",17183.4696781611
"3_30_2013-07-12",17183.4696781611
"3_30_2013-07-19",17183.4696781611
"3_30_2013-07-26",17183.4696781611
"3_31_2012-11-02",18168.6330877791
"3_31_2012-11-09",18168.6330877791
"3_31_2012-11-16",18168.6330877791
"3_31_2012-11-23",18974.0744209235
"3_31_2012-11-30",18168.6330877791
"3_31_2012-12-07",18352.9151884799
"3_31_2012-12-14",18352.9151884799
"3_31_2012-12-21",18352.9151884799
"3_31_2012-12-28",19158.3565216243
"3_31_2013-01-04",16189.6118847171
"3_31_2013-01-11",16189.6118847171
"3_31_2013-01-18",16189.6118847171
"3_31_2013-01-25",16189.6118847171
"3_31_2013-02-01",16373.8939854179
"3_31_2013-02-08",17179.3353185623
"3_31_2013-02-15",16373.8939854179
"3_31_2013-02-22",16373.8939854179
"3_31_2013-03-01",16558.1760861187
"3_31_2013-03-08",16558.1760861187
"3_31_2013-03-15",16558.1760861187
"3_31_2013-03-22",16558.1760861187
"3_31_2013-03-29",16558.1760861187
"3_31_2013-04-05",16742.4581868195
"3_31_2013-04-12",16742.4581868195
"3_31_2013-04-19",16742.4581868195
"3_31_2013-04-26",16742.4581868195
"3_31_2013-05-03",16926.7402875203
"3_31_2013-05-10",16926.7402875203
"3_31_2013-05-17",16926.7402875203
"3_31_2013-05-24",16926.7402875203
"3_31_2013-05-31",16926.7402875203
"3_31_2013-06-07",17111.022388221
"3_31_2013-06-14",17111.022388221
"3_31_2013-06-21",17111.022388221
"3_31_2013-06-28",17111.022388221
"3_31_2013-07-05",17295.3044889218
"3_31_2013-07-12",17295.3044889218
"3_31_2013-07-19",17295.3044889218
"3_31_2013-07-26",17295.3044889218
"3_32_2012-11-02",18280.4678985398
"3_32_2012-11-09",18280.4678985398
"3_32_2012-11-16",18280.4678985398
"3_32_2012-11-23",19085.9092316842
"3_32_2012-11-30",18280.4678985398
"3_32_2012-12-07",18464.7499992406
"3_32_2012-12-14",18464.7499992406
"3_32_2012-12-21",18464.7499992406
"3_32_2012-12-28",19270.191332385
"3_32_2013-01-04",16301.4466954778
"3_32_2013-01-11",16301.4466954778
"3_32_2013-01-18",16301.4466954778
"3_32_2013-01-25",16301.4466954778
"3_32_2013-02-01",16485.7287961786
"3_32_2013-02-08",17291.170129323
"3_32_2013-02-15",16485.7287961786
"3_32_2013-02-22",16485.7287961786
"3_32_2013-03-01",16670.0108968794
"3_32_2013-03-08",16670.0108968794
"3_32_2013-03-15",16670.0108968794
"3_32_2013-03-22",16670.0108968794
"3_32_2013-03-29",16670.0108968794
"3_32_2013-04-05",16854.2929975802
"3_32_2013-04-12",16854.2929975802
"3_32_2013-04-19",16854.2929975802
"3_32_2013-04-26",16854.2929975802
"3_32_2013-05-03",17038.575098281
"3_32_2013-05-10",17038.575098281
"3_32_2013-05-17",17038.575098281
"3_32_2013-05-24",17038.575098281
"3_32_2013-05-31",17038.575098281
"3_32_2013-06-07",17222.8571989818
"3_32_2013-06-14",17222.8571989818
"3_32_2013-06-21",17222.8571989818
"3_32_2013-06-28",17222.8571989818
"3_32_2013-07-05",17407.1392996825
"3_32_2013-07-12",17407.1392996825
"3_32_2013-07-19",17407.1392996825
"3_32_2013-07-26",17407.1392996825
"3_33_2012-11-02",18392.3027093005
"3_33_2012-11-09",18392.3027093005
"3_33_2012-11-16",18392.3027093005
"3_33_2012-11-23",19197.7440424449
"3_33_2012-11-30",18392.3027093005
"3_33_2012-12-07",18576.5848100013
"3_33_2012-12-14",18576.5848100013
"3_33_2012-12-21",18576.5848100013
"3_33_2012-12-28",19382.0261431457
"3_33_2013-01-04",16413.2815062386
"3_33_2013-01-11",16413.2815062386
"3_33_2013-01-18",16413.2815062386
"3_33_2013-01-25",16413.2815062386
"3_33_2013-02-01",16597.5636069393
"3_33_2013-02-08",17403.0049400837
"3_33_2013-02-15",16597.5636069393
"3_33_2013-02-22",16597.5636069393
"3_33_2013-03-01",16781.8457076401
"3_33_2013-03-08",16781.8457076401
"3_33_2013-03-15",16781.8457076401
"3_33_2013-03-22",16781.8457076401
"3_33_2013-03-29",16781.8457076401
"3_33_2013-04-05",16966.1278083409
"3_33_2013-04-12",16966.1278083409
"3_33_2013-04-19",16966.1278083409
"3_33_2013-04-26",16966.1278083409
"3_33_2013-05-03",17150.4099090417
"3_33_2013-05-10",17150.4099090417
"3_33_2013-05-17",17150.4099090417
"3_33_2013-05-24",17150.4099090417
"3_33_2013-05-31",17150.4099090417
"3_33_2013-06-07",17334.6920097425
"3_33_2013-06-14",17334.6920097425
"3_33_2013-06-21",17334.6920097425
"3_33_2013-06-28",17334.6920097425
"3_33_2013-07-05",17518.9741104432
"3_33_2013-07-12",17518.9741104432
"3_33_2013-07-19",17518.9741104432
"3_33_2013-07-26",17518.9741104432
"3_34_2012-11-02",18504.1375200612
"3_34_2012-11-09",18504.1375200612
"3_34_2012-11-16",18504.1375200612
"3_34_2012-11-23",19309.5788532056
"3_34_2012-11-30",18504.1375200612
"3_34_2012-12-07",18688.419620762
"3_34_2012-12-14",18688.419620762
"3_34_2012-12-21",18688.419620762
"3_34_2012-12-28",19493.8609539064
"3_34_2013-01-04",16525.1163169993
"3_34_2013-01-11",16525.1163169993
"3_34_2013-01-18",16525.1163169993
"3_34_2013-01-25",16525.1163169993
"3_34_2013-02-01",16709.3984177
"3_34_2013-02-08",17514.8397508444
"3_34_2013-02-15",16709.3984177
"3_34_2013-02-22",16709.3984177
"3_34_2013-03-01",16893.6805184008
"3_34_2013-03-08",16893.6805184008
"3_34_2013-03-15",16893.6805184008
"3_34_2013-03-22",16893.6805184008
"3_34_2013-03-29",16893.6805184008
"3_34_2013-04-05",17077.9626191016
"3_34_2013-04-12",17077.9626191016
"3_34_2013-04-19",17077.9626191016
"3_34_2013-04-26",17077.9626191016
"3_34_2013-05-03",17262.2447198024
"3_34_2013-05-10",17262.2447198024
"3_34_2013-05-17",17262.2447198024
"3_34_2013-05-24",17262.2447198024
"3_34_2013-05-31",17262.2447198024
